BGGId,Name,Year,Weight,AvgRating,MinPlayers,MaxPlayers,NumRatings,Kickstarted,Rank,Category
1,Die Macher,1986,4.3206,7.61428,3,5,5354,0,316,Strategy
2,Dragonmaster,1981,1.963,6.64537,3,4,562,0,3993,Strategy
3,Samurai,1998,2.4859,7.45601,2,4,15146,0,224,Strategy
4,Tal der Könige,1992,2.6667,6.60006,2,4,340,0,5345,Thematic
6,Mare Mediterraneum,1989,3.0,6.5537,2,6,81,0,10766,Thematic
8,Lords of Creation,1993,2.4,6.10716,2,5,201,0,9144,Thematic
9,El Caballero,1998,3.1824,6.45265,2,4,1389,0,2948,Strategy
10,Elfenland,1998,2.1578,6.69695,2,6,8324,0,1117,Family
11,Bohnanza,1997,1.6751,7.04068,2,7,39886,0,468,Family
12,Ra,1999,2.3498,7.47924,2,5,19685,0,186,Strategy
13,Catan,1995,2.3139,7.13746,3,4,107141,0,427,Strategy
14,Basari,1998,1.8571,6.75682,3,4,1650,0,2015,Strategy
16,MarraCash,1996,2.1505,6.83223,3,4,964,0,2575,Strategy
17,Button Men,1999,1.527,6.37009,2,2,804,0,4220,CGS
18,RoboRally,1994,2.4302,7.07714,2,8,22840,0,473,Thematic
19,Wacky Wacky West,1991,1.8365,6.29107,2,4,1791,0,3111,Family
20,Full Metal Planète,1988,3.1639,7.48874,2,4,726,0,2231,Strategy
21,Gateway to the Stars,1994,3.0,5.5,1,7,32,0,18027,Thematic
24,Twilight Imperium,1997,3.4906,6.62609,2,6,695,0,3892,Thematic
25,Battlemist,1998,3.2,5.92531,2,6,322,0,9670,Thematic
26,Age of Renaissance,1996,3.8598,7.09678,3,6,2144,0,1356,Strategy
27,Supremacy: The Game of the Superpowers,1984,3.1271,5.65347,2,6,1334,0,16375,War
28,Illuminati,1987,2.6472,6.4816,2,8,4933,0,1919,Thematic
29,Terrain Vague,1993,3.25,6.68521,2,4,71,0,10342,Thematic
30,Dark Tower,1981,1.81,6.84482,1,4,1295,0,2658,Thematic
31,Dark World,1991,1.9259,5.36587,2,5,784,0,21307,Thematic
34,Arkham Horror,1987,2.3958,6.64889,1,8,535,0,4509,Thematic
36,Federation & Empire,1986,4.4032,6.40295,2,8,407,0,5892,War
37,Dragon Masters,1991,2.0909,5.8106,2,4,151,0,15658,War
38,Runes,1981,1.9,6.16082,2,4,97,0,11818,Thematic
40,Borderlands,1982,2.7826,6.73841,2,4,268,0,5988,Thematic
41,Can't Stop,1980,1.1553,6.85195,2,4,14370,0,753,Family
42,Tigris & Euphrates,1997,3.5064,7.69599,2,4,26068,0,96,Strategy
43,Airlines,1990,2.4242,6.58402,2,6,370,0,5195,Strategy
44,David & Goliath,1997,1.6257,6.45438,3,6,1598,0,2699,Family
46,Medici,1995,2.2555,7.15626,2,6,7414,1,562,Strategy
47,Chinatown,1999,2.2685,7.35277,3,5,9033,0,375,Strategy
48,Krieg und Frieden,1999,2.4638,6.09125,2,4,716,0,5454,Strategy
49,Mamma Mia!,1998,1.3693,6.47074,2,5,5800,0,1635,Family
50,Lost Cities,1999,1.4921,7.18784,2,2,39233,0,325,Family
51,Ricochet Robots,1999,2.4107,7.01391,1,99,8262,0,720,Abstract
52,Mighty Empires,1990,2.6,6.16538,2,3,515,0,6719,War
53,Brauerei,1996,3.0,5.96143,3,6,35,0,16632,Thematic
54,Tikal,1999,2.7906,7.33204,2,4,18453,0,282,Strategy
55,Sophie's World,1998,1.5556,4.87444,2,6,90,0,20750,Thematic
57,Schoko & Co.,1987,2.9149,6.65293,2,4,408,0,4738,Strategy
58,Kings & Things,1986,2.6437,6.50457,2,4,1627,0,2687,Thematic
59,Giganten,1999,2.5693,6.69704,3,4,1392,0,2301,Strategy
60,Vinci,1999,2.7813,7.07778,3,6,3965,0,910,Strategy
61,Fossil,1998,1.7451,5.44069,2,6,673,0,20022,Family
62,Curse of the Mummy's Tomb,1988,1.88,5.31848,1,4,341,0,20720,Thematic
64,Joan of Arc,1998,2.5424,6.27643,3,6,445,0,6031,Strategy
66,Löwenherz,1997,2.9286,7.02767,2,4,2459,0,1244,Strategy
68,Successors (First/Second Edition),1997,3.194,7.04767,2,4,493,0,3562,War
69,Bollox,1999,2.4,6.77708,2,2,48,0,12713,Abstract
70,Big City,1999,2.2171,6.8628,2,5,2376,0,1486,Strategy
71,Civilization,1980,3.6564,7.49788,2,7,7197,0,347,Strategy
72,Verräter,1998,2.5676,6.69248,3,4,1925,0,1971,Strategy
73,Show Manager,1996,2.0943,6.99684,2,6,1723,0,1602,Strategy
74,Apples to Apples,1999,1.1588,5.79633,4,10,17992,0,5238,Party
75,Falling,1998,1.2231,5.49727,4,8,1394,0,19664,Party
76,Air Baron,1996,2.5484,6.39729,2,6,762,0,4277,Strategy
77,EastFront,1991,3.5889,7.66357,2,2,673,0,2130,War
78,"WestFront: The War in Europe, 1943-45",1992,3.4706,6.8324,2,2,189,0,6569,War
79,MedFront: War in North Africa 1940-43,1994,3.0769,6.33226,2,2,124,0,10152,War
82,Bobby Lee: The Civil War in Virginia 1861-1865,1993,2.9184,6.72803,2,2,349,1,4959,War
83,Sam Grant: The Civil War in the West 1862-1864,1997,2.8889,6.36194,2,2,134,0,9569,War
84,Rommel in the Desert,1982,3.4183,7.54678,2,2,1003,0,1616,War
87,Victory: World War II,1998,2.5962,6.36869,2,4,418,0,5529,War
88,Torres,1999,2.8656,7.10972,2,4,8988,0,579,Strategy
89,Blue vs. Gray,1999,2.8438,6.75127,2,4,454,0,4291,War
90,Star Wars: Episode 1 – Clash of the Lightsabers,1999,1.4262,6.21853,2,2,588,0,5219,Family
91,Paths of Glory,1999,3.8421,8.05888,2,2,4672,0,173,War
93,El Grande,1995,3.0515,7.74966,2,5,24369,0,82,Strategy
94,Union Pacific,1999,2.5508,7.20662,2,6,4205,0,730,Strategy
95,Igel Ärgern,1990,1.379,6.4098,2,6,1024,0,3508,Family
96,Broadsides & Boarding Parties,1982,1.8298,6.17637,2,2,571,0,6002,Thematic
97,Conquest of the Empire,1984,2.5244,6.28403,2,6,1023,0,4315,Thematic
98,Axis & Allies,1981,3.0394,6.56572,2,5,10465,0,1494,War
99,Fortress America,1986,2.6434,6.69498,2,4,2419,0,1905,Thematic
101,Detroit-Cleveland Grand Prix,1996,1.7054,6.77823,2,6,1095,0,2523,Family
102,Klunker,1999,1.7674,6.2118,3,5,895,0,4362,Strategy
103,Titan,1980,3.4573,6.96826,2,6,3900,0,1147,Thematic
104,Extrablatt,1991,2.9,7.00167,3,4,257,0,4999,Strategy
105,Colossal Arena,1997,2.0204,6.7712,2,5,7041,0,1051,Strategy
106,Mystery Rummy: Jack the Ripper,1998,1.7483,6.94255,2,4,3369,0,1173,Strategy
108,TAMSK,1998,2.2866,6.77217,2,2,1366,0,2264,Abstract
109,Wettstreit der Baumeister,1994,2.0,6.08257,3,4,388,0,7255,Strategy
110,Auf Achse,1987,1.9589,6.24084,2,6,1704,0,3351,Family
111,Rheinländer,1999,2.435,6.61795,3,5,1554,0,2355,Strategy
112,Condottiere,1995,1.9587,6.84772,2,6,9007,0,884,Strategy
113,Mit List und Tücke,1999,1.8889,6.63968,4,6,247,0,6064,Thematic
114,Ransom,1994,1.625,6.37532,2,6,77,0,12269,Thematic
115,I'm the Boss!,1994,1.9682,6.78158,3,6,3599,0,1339,Strategy
116,Guillotine,1998,1.2675,6.53333,2,5,19871,0,1226,Family
117,Ta Yü,1999,2.0671,6.95651,2,4,1489,0,1858,Abstract
118,Modern Art,1992,2.2995,7.43439,3,5,17950,0,220,Strategy
119,Kingdoms,1994,1.8297,6.64355,2,4,4732,0,1399,Strategy
120,Hoity Toity,1990,1.8669,6.52246,2,6,5019,0,1606,Family
122,Quo Vadis?,1991,2.0816,6.46065,3,5,2173,0,2326,Strategy
124,Primordial Soup,1997,2.7309,6.93839,3,4,4588,0,992,Strategy
125,Money!,1999,1.5493,6.52763,3,5,2752,0,1992,Family
126,The Really Nasty Horse Racing Game,1989,1.6753,6.24935,2,6,816,0,4911,Party
127,Princess Ryan's Star Marines,1997,2.4583,5.37867,1,6,211,0,19788,War
128,Take it Easy!,1983,1.4817,6.61315,1,8,2847,0,1813,Family
130,Iron Dragon,1994,2.9456,6.99871,2,6,1599,0,1847,Strategy
132,Caesar & Cleopatra,1997,1.9144,6.40481,2,2,4380,0,1999,Strategy
133,Frischfleisch,1999,2.5455,6.13926,2,6,149,0,10077,Strategy
134,Cape Horn,1999,2.0227,5.98759,3,5,552,0,6837,Family
135,Kontor,1999,2.2051,5.96321,2,4,778,0,6274,Strategy
136,Robin Hood,1999,1.75,5.46905,3,6,84,0,18269,Thematic
137,Pass the Bomb,1994,1.3095,5.81847,2,10,1371,0,6317,Party
139,Hoax,1981,1.375,5.95814,3,12,221,0,10210,Strategy
141,Andromeda,1999,2.2266,6.38261,3,5,1298,0,3242,Strategy
142,Vino,1999,2.9844,6.44544,3,5,676,0,4103,Strategy
144,Elfenwizards,1995,2.3,6.1566,3,6,106,0,11949,Thematic
145,Metropolis,1984,2.2353,6.39226,2,5,363,0,5759,Strategy
146,Buy Low Sell High,1996,1.9907,6.14406,2,4,874,0,4810,Strategy
148,Die Glücksritter,1999,1.8,5.71333,3,6,135,0,15318,Thematic
150,PitchCar,1995,1.1263,7.26579,2,8,9976,0,405,Family
152,Mü & More,1995,2.4971,7.15323,2,8,1850,0,1330,Strategy
153,Take 5!,1998,1.472,6.49846,2,6,2013,0,2378,Family
154,Union vs. Central,1999,3.75,6.74808,2,2,104,0,8775,Strategy
155,Was sticht?,1993,2.3966,6.96557,3,4,633,0,3041,Strategy
156,Wildlife Adventure,1985,1.8814,6.80333,2,6,574,0,3624,Family
157,Eurorails,1990,2.7397,7.08606,2,6,1771,0,1560,Strategy
163,Balderdash,1984,1.4139,6.46347,2,6,5628,0,1808,Party
164,"Before I Kill You, Mister Spy...",1996,1.2672,5.43186,2,6,1224,0,20892,Thematic
166,Black Death,1993,1.8421,5.74632,2,6,136,0,16139,Thematic
167,Dicke Kartoffeln,1989,3.4286,6.22516,2,6,159,0,9702,Strategy
168,Empire Builder,1982,2.6212,6.94845,2,6,2891,0,1331,Strategy
169,En Garde,1993,1.4032,6.49615,2,2,1612,0,2640,Family
170,Family Business,1982,1.3237,6.08037,2,6,4060,0,3262,Thematic
172,For Sale,1997,1.2605,7.2261,3,6,25458,0,313,Family
173,Formula Dé,1997,1.9589,6.99426,2,10,7670,0,21926,Thematic
174,T-Rex,1999,1.9048,5.50672,3,5,268,0,18235,Thematic
175,What the Heck?,1988,1.1707,6.4631,2,5,2115,0,2388,Family
176,Give Me the Brain!,1996,1.2743,5.83947,3,8,2124,0,5823,Thematic
178,Mole Hill,1997,1.7188,6.00392,2,2,204,0,10082,Abstract
179,Nuba,1995,2.0,6.30333,2,2,54,0,13749,Abstract
180,Pool Position,1999,1.7273,5.72889,2,5,135,0,15046,Abstract
182,Knights of Charlemagne,1995,1.4286,6.36689,2,4,689,0,4336,Family
183,Stonehenge,1994,1.8571,6.31591,2,2,132,0,9836,Abstract
185,Devil Bunny Needs a Ham,1998,1.1667,5.39487,2,5,698,1,21008,Family
186,Split,1999,1.1333,5.92335,2,6,187,0,11392,Thematic
189,Die Siedler von Nürnberg,1999,2.7792,6.91488,3,4,912,0,2566,Strategy
190,Dolce Vita,1999,1.6875,6.12296,3,5,196,0,9348,Family
192,Nicht die Bohne!,1999,1.3619,6.32766,3,6,1045,0,3680,Family
193,Fill or Bust,1981,1.1667,5.68869,2,10,582,0,11909,Family
194,Groo: The Game,1997,1.5,6.30273,2,4,818,0,4439,Thematic
195,NASCAR Champions,1998,1.1111,5.4075,2,5,100,0,18857,Thematic
196,Kremlin,1986,2.8409,6.96405,3,6,2833,1,1261,Thematic
197,HellRail: Second Perdition,1999,2.0,6.07946,3,4,95,0,12917,Thematic
198,Buried Treasure,1992,1.5714,6.02409,2,4,235,0,9259,Family
199,Manhattan,1994,1.9211,6.72653,2,4,5173,0,1209,Family
200,Entdecker,1996,2.2362,6.42113,2,4,1434,0,2977,Strategy
201,The Rose King,1992,1.9561,6.80763,2,4,3305,0,1337,Abstract
202,Targui,1988,2.3793,6.37571,2,4,734,0,4377,Strategy
204,Stephenson's Rocket,1999,3.0595,6.89849,2,4,2696,0,1313,Strategy
206,Pepper,1998,1.7778,6.00582,3,9,158,0,11083,Thematic
207,Twitch,1998,1.1667,6.08278,3,6,180,0,9947,Thematic
208,Ex & Hopp,1996,1.2,5.43676,2,6,68,0,18241,Thematic
210,Don Pepe,1999,1.3103,6.22488,3,6,486,0,6042,Thematic
211,Times to Remember,1992,1.1333,6.30685,2,10,232,0,7792,Thematic
214,Café International,1989,1.6651,6.23001,2,4,2625,0,2898,Family
215,Tichu,1991,2.3413,7.57817,4,4,13814,0,181,Strategy
216,Atlanteon,1992,2.0267,5.81768,2,2,717,0,8256,Abstract
217,A la carte,1989,1.3017,6.45981,2,4,3140,0,2054,Family
219,Volle Hütte,1997,2.0909,6.18946,3,5,166,0,9414,Thematic
220,High Society,1995,1.5,7.09497,3,5,10021,0,538,Family
221,Ikusa,1986,2.9509,7.02371,2,5,4974,0,944,Thematic
222,Space Beans,1999,1.3866,6.08937,2,6,1460,0,4136,Family
223,Expedition,1996,1.976,6.81952,2,6,1109,0,2411,Family
224,History of the World,1991,2.7703,7.12299,3,6,4416,0,852,Thematic
225,Icehouse,1989,2.5957,6.63562,3,5,605,0,4079,Abstract
226,Isi,1999,0.0,6.57927,2,2,41,0,13510,Abstract
228,Lunch Money,1996,1.515,5.63527,2,4,2575,0,14189,Thematic
229,King of the Elves,1999,2.0165,6.21133,2,6,1292,0,3805,Family
230,Merchant of Venus,1988,2.8345,7.14422,1,6,2673,0,1093,Strategy
231,Geronimo,1995,3.1935,5.71904,1,5,237,0,16298,War
232,Serenissima,1996,3.0392,6.85917,2,4,2250,0,1619,Strategy
234,Hannibal: Rome vs. Carthage,1996,3.4458,7.80012,2,2,4824,0,269,War
235,Blackbeard,1991,3.195,6.35591,1,4,1431,0,3313,Thematic
240,Britannia,1986,3.1676,7.20039,3,5,4094,0,802,War
241,Age of Exploration,1994,3.0625,6.01383,1,6,188,0,10192,Thematic
243,Advanced Squad Leader,1985,4.7321,8.00152,2,2,3577,0,350,War
246,Politika,1996,1.6667,4.99641,3,7,39,0,19363,Thematic
247,Gloria Picktoria,1996,1.4815,6.34728,2,5,1060,0,3600,Family
248,Blood Royale,1987,3.3231,6.55809,3,5,641,0,4089,Thematic
249,Lifeboats,1993,1.7862,6.58545,3,6,3472,0,1710,Strategy
250,Colonial Diplomacy,1994,2.8182,6.61759,2,7,382,0,5179,Strategy
254,Empires in Arms,1983,4.4067,7.61853,2,7,1257,0,1437,War
256,Mississippi Queen,1997,1.6949,6.33296,3,5,3922,0,2202,Family
257,Kill Doctor Lucky,1996,1.646,6.15477,3,8,6661,0,2675,Family
258,Fluxx,1997,1.3897,5.67195,2,6,16438,0,9171,Family
259,Atlantic Storm,1997,2.0526,6.53474,2,6,540,0,4499,Strategy
260,Starship Troopers: Prepare For Battle!,1997,2.0435,5.78416,2,4,202,0,14057,War
261,Olympia 2000 (v. Chr.),1994,1.3846,6.05007,2,5,273,0,8491,Family
263,Manitou,1997,1.9655,6.10279,2,4,376,0,7053,Strategy
264,Enemy in Sight,1988,1.6933,6.23252,2,8,660,0,4893,War
265,Intrigue,1994,1.9351,6.36969,3,5,2624,0,2416,Strategy
267,Tycoon,1998,2.6456,6.77221,2,4,685,0,3317,Strategy
268,Cheops,1998,2.16,6.15693,2,5,267,0,7843,Thematic
270,Svea Rike,1996,2.4651,6.39528,2,5,591,0,4942,Thematic
271,It's Mine!,1998,1.0727,5.91264,3,5,436,0,8086,Family
272,Downtown,1996,2.25,6.32966,3,6,145,0,9178,Thematic
273,Africa 1880,1997,2.6,5.71241,3,6,141,0,15605,Thematic
274,Guerilla,1994,2.6316,6.25014,3,6,381,0,6279,War
275,Extinction,1993,1.5,4.95349,2,6,43,0,19595,Thematic
276,La Guerre de l'Empereur,1997,3.3846,6.45714,2,7,70,0,12756,War
277,Res Publica,1991,1.7024,5.91715,3,5,964,0,6163,Strategy
278,Catan Card Game,1996,2.4478,6.71379,2,2,13269,0,1013,Strategy
279,The Very Clever Pipe Game,1996,1.5875,6.21743,2,4,821,0,4733,Abstract
280,Neue Spiele im alten Rom,1994,2.2857,6.78732,2,7,213,0,6131,Strategy
281,Ostindiska Kompaniet,1991,2.5455,4.71739,2,5,161,0,21222,Thematic
282,Vikingatid,1997,3.3,6.02343,2,6,70,0,14345,War
283,Advanced Third Reich,1992,4.5328,6.91096,2,6,741,0,3316,War
284,Lords of the Sierra Madre (Second Edition),1995,3.4545,6.30071,2,8,140,0,9735,Thematic
285,Monsters Ravage America,1998,2.1905,5.84342,1,4,281,0,10546,Thematic
288,Rossyïa 1917,1995,4.0,7.28569,2,5,72,0,8953,War
289,Chariot Lords,1999,2.7857,6.63242,3,4,223,0,6357,War
290,Gold Digger,1990,1.1882,5.73612,2,5,676,0,9421,Family
291,Courtisans of Versailles,1988,1.8182,5.76501,3,8,171,0,14412,Thematic
292,Attacke,1993,1.4615,5.71611,3,5,149,0,15139,Family
293,Bamboleo,1996,1.2,6.34592,2,7,1432,0,3243,Family
294,Keydom,1998,2.6667,6.82895,2,5,76,0,9842,Thematic
295,Europa 1945-2030,1998,2.6279,5.98024,3,6,329,0,8661,Strategy
296,Medieval Merchant,1998,3.0945,6.72123,2,6,1146,0,2538,Strategy
297,Stadens Nyckel,1998,2.3333,5.27017,3,6,119,0,19405,Thematic
298,Lang lebe der König!,1997,2.0,5.17243,3,5,74,0,19369,War
299,De Bellis Antiquitatis: Quick Play Wargame Rules with Army Lists for Ancient and Medieval Battles,1990,2.8333,7.29474,2,6,653,0,2639,War
300,Tutankhamen,1993,1.5839,6.10717,2,6,1288,0,4289,Family
301,Campanile,1996,1.6765,6.16582,2,5,361,0,6962,Family
302,Forum Romanum,1988,2.3824,6.74236,2,6,461,0,4161,Abstract
303,Koalition,1992,2.2941,6.45046,4,10,217,0,7225,Strategy
304,Evergreen,1999,1.9,5.5297,2,6,356,0,16681,Thematic
305,Der Fliegende Holländer,1992,2.4762,5.98511,3,6,329,0,8322,Strategy
307,Candidate,1991,2.0,5.61052,2,6,183,0,17319,Thematic
308,Santa Fe,1992,2.2143,6.96395,2,5,227,0,5517,Strategy
309,Arabana-Ikibiti,1997,1.875,6.20158,2,2,76,0,12624,Abstract
311,Time Agent,1992,3.4583,6.67129,2,6,264,0,5731,Strategy
312,Landlord!,1992,1.51,5.92039,2,6,959,0,6119,Thematic
313,Big Boss,1994,2.4074,7.10806,2,6,380,0,3961,Strategy
314,Highlanders,1993,2.0556,6.20604,3,5,202,0,8580,War
316,Chase,1985,2.6579,6.81403,2,2,310,0,5273,Abstract
317,The Mob,1993,1.875,6.43502,3,6,207,0,7535,Thematic
319,Top It,1997,1.8,5.69298,2,4,57,0,16971,Abstract
321,The Mole in the Hole,1995,1.2874,6.29486,2,4,938,0,4039,Family
322,Tonga Bonga,1998,1.6818,6.41085,3,4,483,0,4951,Family
323,Anno 1452,1999,2.9375,6.0543,2,4,186,0,10179,Strategy
324,Ponte Vecchio,1996,2.4286,5.8017,3,5,88,0,16856,Thematic
327,Loopin' Louie,1992,1.0517,6.76431,2,4,8662,0,993,Childrens
328,Damn the Torpedoes!,1995,1.3333,4.93514,2,6,37,0,19439,War
329,Russian Front,1985,3.3085,7.22465,2,2,678,0,2832,War
330,Block Mania,1987,2.7568,6.5028,2,2,435,0,5124,Thematic
332,Vernissage,1993,2.7368,6.30654,3,5,202,0,8006,Thematic
334,Advance to Boardwalk,1985,1.5507,5.39724,2,4,770,0,21009,Family
337,Circus Flohcati,1998,1.2233,6.62624,2,5,2615,1,1866,Family
338,Bargain Hunter,1998,1.875,6.72912,3,4,856,0,2987,Strategy
339,Quiddler,1998,1.4273,6.07907,1,8,3227,0,3549,Family
340,Frank's Zoo,1999,1.5335,6.60839,3,7,3468,0,1640,Family
342,Hong Kong,1999,2.1111,5.90256,2,2,78,0,14732,Abstract
343,Twins,1996,1.25,6.25343,3,6,204,0,8527,Family
344,Members Only,1996,2.0,6.61413,3,5,345,0,5104,Family
345,Prairie Railroads,1999,3.0,7.01111,3,5,45,0,11712,Thematic
347,Fishy,1991,1.25,5.60391,3,6,64,0,17620,Thematic
348,Merchants of the Middle Ages,1999,3.0132,6.7323,2,4,1337,0,2318,Strategy
349,Halunken & Spelunken,1997,1.5238,5.61095,3,4,281,0,15200,Family
350,Hattrick,1995,1.5909,6.4942,4,6,301,0,5843,Family
352,Trumpet,1990,1.45,6.18171,2,6,571,0,5594,Thematic
353,Inkognito: The Card Game,1997,1.66,5.43012,3,5,538,0,20103,Family
354,Stick 'Em,1993,1.9237,7.04365,3,8,3105,0,1063,Strategy
355,Das letzte Paradies,1993,1.8571,5.73892,3,5,167,0,14491,Strategy
356,Ab die Post!,1996,1.3333,5.27941,3,6,204,0,20143,Family
357,Excape,1998,1.141,6.34908,3,6,1616,0,2997,Family
359,Bucket Brigade,1998,1.2759,6.06204,3,5,660,0,5964,Family
360,Quests of the Round Table,1995,1.8621,5.3813,2,4,293,0,20186,Thematic
362,Elefantenparade,1988,1.2857,5.77801,2,4,191,0,13743,Thematic
363,Cat Blues,1998,1.4286,5.9293,2,6,757,0,6567,Family
364,Samarkand,1980,1.9494,6.43141,2,5,801,0,3833,Strategy
365,Tricks,1995,1.4286,5.57517,3,5,60,0,18021,Thematic
366,Viva Pamplona!,1992,1.38,6.36593,2,6,413,0,5500,Family
367,Overthrone,1999,2.1818,5.32714,3,6,276,0,20395,Thematic
368,Relationship Tightrope,1999,1.3407,6.16919,3,5,1024,0,4314,Family
371,Mystery Rummy: Murders in the Rue Morgue,1999,1.7067,6.73344,2,4,821,0,3060,Family
372,Schotten Totten,1999,1.7244,7.32098,2,2,8528,0,402,Family
373,Wrott & Swindlers,1995,1.8,6.5625,3,6,52,0,12696,Thematic
374,Colorado County,1998,2.4706,6.14746,2,4,177,0,9352,Thematic
375,6 Billion,1999,2.6875,5.34493,2,5,140,0,19969,Strategy
376,DruidenWalzer,1999,2.3875,5.88446,2,2,770,0,6812,Strategy
378,Lancashire Railways,1998,3.1429,6.94087,3,6,115,0,7691,Strategy
379,Express,1990,1.6757,6.19882,2,6,633,0,5287,Family
380,Polarity,1986,1.6786,6.36459,2,4,1741,0,2959,Abstract
381,X Pasch,1996,2.5,6.25,3,6,104,0,11388,Thematic
382,Heimlich & Co.,1984,1.485,6.44352,2,7,3496,0,2004,Family
383,Turf Horse Racing,1995,1.8,6.45224,3,6,107,0,9791,Family
384,TurfMaster,1998,1.9579,7.24498,2,8,982,0,2009,Thematic
387,Corruption,2000,1.8276,5.81656,3,7,339,0,10426,Strategy
388,Finale,1998,1.8611,5.7502,2,2,251,0,12909,Family
389,Die Mauer,1997,1.2917,6.05232,3,6,293,0,8205,Thematic
391,Ocean,1999,1.0,4.77083,2,6,48,0,19984,Thematic
392,Brawl,1999,1.3694,6.36154,2,7,1157,1,3641,Thematic
393,Dinosaurs of the Lost World,1987,1.8889,6.60971,1,4,412,0,5038,Family
394,Kahuna,1998,2.0541,6.6242,2,2,8783,0,1194,Abstract
396,Der dreizehnte Holzwurm,1998,1.2308,6.00664,2,6,113,0,12423,Thematic
397,Diskwars,1999,2.3958,5.94082,2,8,522,0,8125,CGS
398,Wildlife Safari,1994,1.2945,6.64268,2,5,2862,0,1706,Family
399,Tom Clancy's Politika,1997,2.7368,4.24552,2,8,219,0,21535,Strategy
400,Shanghai,1997,1.7,5.33028,3,6,142,0,19686,Thematic
401,Gold Connection,1992,1.8182,6.44645,2,4,155,0,8330,Thematic
403,Elk Fest,1999,1.0497,6.15421,2,2,1825,0,3554,Family
404,Worm Up!,1994,1.0976,5.86063,3,5,961,0,6514,Family
406,Meteo,1989,2.3,5.49653,2,4,101,0,18170,Thematic
408,Zoon,1999,1.5714,5.50249,2,2,289,0,18977,Strategy
409,Dschungel,1999,1.75,4.82031,2,4,64,0,20327,Thematic
410,D'raf,1997,1.75,5.97525,3,5,80,0,14115,Thematic
412,Yukon Company,1999,3.0,6.20909,4,6,44,0,14472,Thematic
413,Die Erben von Hoax,1999,2.1538,6.04029,3,8,139,0,11657,Thematic
414,Around the World in 80 Days,1986,1.64,5.9991,2,6,299,0,8946,Family
415,Espresso,1995,1.0,6.16667,2,6,36,0,15980,Thematic
416,A to Z,1992,1.5,6.09537,2,4,238,0,8916,Party
417,Edison & Co.,1998,2.0333,4.46997,2,4,351,0,21560,Strategy
421,1830: Railways & Robber Barons,1986,4.1642,7.86873,2,7,4954,0,216,Strategy
422,1835,1990,3.9896,7.05009,3,7,710,0,2806,Strategy
423,1856: Railroading in Upper Canada from 1856,1995,4.2485,7.51252,3,6,1270,0,1299,Strategy
424,1870: Railroading across the Trans Mississippi from 1870,1992,4.1825,7.43449,2,6,981,0,1762,Strategy
425,Thunder's Edge,1999,3.125,6.16401,3,5,148,0,10444,War
426,The Battle of the Bulge,1981,2.9149,6.56553,2,2,380,0,5199,War
427,Grass,1980,1.5596,5.97078,2,6,1143,0,5953,Thematic
428,Galopp Royal,1995,1.6471,5.89167,3,6,228,0,10512,Thematic
429,Magalon,1998,1.8947,5.87436,2,4,234,0,11888,Strategy
430,Asterix: Das Kartenspiel,1990,1.1429,5.96863,2,5,153,0,11297,Thematic
431,Alhambra: The Card Game,1992,1.7234,6.44042,2,6,981,0,3509,Family
432,6 nimmt!,1994,1.2053,6.92892,2,10,22670,0,597,Family
433,Shark,1987,2.2143,6.63678,2,6,1274,0,2634,Strategy
434,Yucata',1996,1.7059,5.7719,2,4,528,0,9585,Abstract
436,Canyon,1997,1.5775,6.2503,3,6,783,0,4473,Family
437,Master Labyrinth,1991,1.7938,6.29365,2,4,2540,0,2774,Family
438,Scotland Yard,1983,1.9547,6.51192,3,6,14960,0,1312,Family
440,Zoff in Buffalo,1998,2.0323,6.38601,2,5,291,0,6414,Thematic
441,Filthy Rich,1998,1.9,6.38758,2,5,704,0,4283,Strategy
443,Code 777,1985,2.322,6.72068,2,5,1996,0,1903,Family
444,Escape from the Hidden Castle,1989,1.135,6.32103,2,8,1779,0,3044,Family
445,Die Osterinsel,1994,1.6,5.78564,3,4,220,0,12815,Thematic
449,The Great Balloon Race,1991,1.35,6.15643,2,8,272,0,7869,Family
450,Octi,1999,3.2609,6.72365,2,4,327,0,5311,Abstract
451,Beutelschneider,1997,1.5,5.8925,3,4,40,0,16630,Thematic
452,Mummy Rummy,1994,1.2,5.07579,2,5,186,0,20986,Thematic
454,Tante Tarantel,1991,1.2143,6.18419,3,5,136,0,10126,Childrens
455,Am Fuß des Kilimandscharo,1995,1.2,5.67,2,4,90,0,16283,Family
457,Jumbo Grand Prix,1998,1.4,5.87424,2,5,132,0,13047,Family
458,Sherlock Holmes: The Card Game,1991,1.4902,6.20354,3,8,565,0,5770,Thematic
459,Ausgebremst,1993,1.5862,6.86566,3,6,242,0,5564,Strategy
461,Freibeuter,1998,1.85,6.32242,2,4,194,0,8171,Strategy
462,Esels-Rennen,1989,1.1818,5.52269,2,6,119,0,18082,Thematic
463,Magic: The Gathering,1993,3.2219,7.53543,2,2,34127,0,155,CGS
464,Billabong,1992,1.9242,6.87051,2,4,822,0,2786,Family
465,Zankapfel,1993,2.0,6.29683,3,6,63,0,13296,Thematic
466,Inkognito,1988,2.156,6.59027,3,5,3135,0,1802,Family
469,In Teufels Küche,1993,1.0909,6.10426,2,4,129,0,11902,Childrens
470,Road to the White House,1992,3.5312,6.17035,3,6,259,0,8411,Thematic
471,Totem,1995,2.5,5.49587,2,4,121,0,18802,Thematic
472,DungeonQuest,1985,1.9283,6.73358,1,4,2704,0,1741,Thematic
