BGGId,Name,Year,Weight,AvgRating,MinPlayers,MaxPlayers,NumRatings,Kickstarted,Rank,Category
242328,Kontour,2018,1.0,6.39474,3,7,57,0,13664,Thematic
242343,Siege Storm,2019,2.5,6.64661,1,2,514,0,4612,Thematic
242482,Blight Chronicles: Agent Decker,2019,2.2,6.68733,1,1,191,1,6915,Thematic
242520,"All Bridges Burning: Red Revolt and White Guard in Finland, 1917-1918",2020,3.3889,7.85714,1,3,265,0,3724,War
242523,Dolly Crush,2017,0.0,6.00189,2,4,53,0,15472,Thematic
242529,Medium,2019,1.0952,7.00093,2,8,1275,0,2062,Party
242550,Wobble King,2018,1.0,5.70317,2,4,63,0,16692,Thematic
242553,Einhorn Glitzerglück: Funkel-Bingo,2018,1.5,5.98286,2,4,35,0,16665,Thematic
242569,Penny Papers Adventures: The Valley of Wiraqocha,2018,2.0,6.53952,1,99,470,0,4581,Thematic
242574,Century: Eastern Wonders,2018,2.115,7.19589,2,4,6119,0,608,Family
242589,NATO Air Commander,2018,2.5833,7.7775,1,1,96,0,7339,War
242616,Layers,2018,1.0,6.41616,1,4,99,0,10562,Thematic
242630,O Palácio do Marquês,2018,2.1667,7.92141,2,4,49,0,12290,Thematic
242639,Treasure Island,2018,2.2805,7.29821,2,5,4521,0,639,Thematic
242649,War Vikings,2017,2.5,6.36842,2,4,38,0,15542,Thematic
242653,Mysthea,2019,3.7547,7.72014,2,5,922,1,1778,Strategy
242667,Dark Souls: The Card Game,2018,2.5556,6.94351,1,4,883,0,3074,Thematic
242684,Reavers of Midgard,2019,2.8904,7.47511,2,4,2090,1,949,Strategy
242722,Here I Stand: 500th Anniversary Edition,2017,4.3846,8.59404,2,6,723,0,1286,War
242740,Magic Maze Kids,2018,1.7,6.80856,2,4,364,0,4649,Childrens
242742,Keys to the Castle,2017,1.2,6.26843,2,4,170,0,10999,Thematic
242753,"Warhammer 40,000 Dice Masters: Battle for Ultramar Campaign Box",2018,2.5,7.1564,2,2,111,0,7496,Thematic
242804,Lowlands,2018,3.0972,7.43926,2,4,2351,0,858,Strategy
242818,Dice Wars: Heroes of Polyhedra,2018,3.0,6.53529,2,4,51,1,15223,Thematic
242879,Ladrillazo,2017,0.0,6.58906,1,6,103,1,9911,Thematic
242900,Brutus,2017,1.25,6.74323,4,10,31,0,13908,Thematic
242994,Onimaru,2020,3.0,2.89167,1,4,48,1,21135,Thematic
243080,PlingPong,2017,1.0,6.44359,2,4,39,0,14134,Thematic
243093,5 Second Rule Mini Game,2016,0.0,4.7422,2,6,41,0,19632,Thematic
243101,Monopoly: Stranger Things,2017,1.6667,5.86263,2,8,38,0,17307,Thematic
243191,Animale Tattica,2017,0.0,6.38824,2,4,34,0,14767,Thematic
243231,Henhouse Havoc,2018,2.0,6.86731,2,4,52,0,12092,Thematic
243297,Centrix,2018,1.6,7.52174,2,6,46,1,11462,Thematic
243343,Dino Battle,2018,1.5,5.82927,2,5,41,0,16961,Thematic
243358,Space Park,2018,1.7222,7.25625,1,4,720,1,2591,Thematic
243430,Dealt!,2018,1.48,7.09078,3,5,1159,0,1924,Family
243435,Verflucht!,2018,1.1538,6.0282,1,5,305,0,8396,Thematic
243437,The Cat,2018,1.0,6.05658,2,4,76,0,14430,Thematic
243530,Ingenious Extreme,2017,2.0,7.46757,1,4,37,0,11647,Abstract
243538,Goblivion,2018,2.2174,7.78321,1,2,507,1,2748,Thematic
243581,Mephisto: The Card Game,2018,1.6667,7.07933,1,4,60,1,10962,Thematic
243599,Black Hole Council,2018,1.75,6.48764,4,8,89,0,10678,Thematic
243606,Clouds,2018,0.0,5.17241,2,5,58,0,18986,Thematic
243612,Brain Connect,2018,1.0,6.5241,2,4,50,0,13731,Thematic
243636,Immortal 8,2018,3.0,7.3448,3,6,75,0,9050,Thematic
243694,Cryptocurrency,2018,2.0,6.12615,2,4,65,1,14368,Thematic
243696,Race to the New Found Land,2018,2.7647,6.85304,2,4,545,0,3644,Thematic
243697,Cooks & Crooks,2018,1.5,6.79416,2,4,77,1,11871,Thematic
243698,Djinn,2018,1.5,6.26463,2,4,41,0,15529,Thematic
243704,Humboldt's Great Voyage,2019,1.8333,6.10289,2,4,173,0,9980,Thematic
243707,Fat Fish,2018,1.0,5.78699,2,6,73,0,16410,Thematic
243752,Dam It!,2018,1.25,6.72,2,4,110,0,8930,Thematic
243757,Gangster City,2018,2.0,5.89828,1,6,58,0,15263,Thematic
243759,Hellboy: The Board Game,2019,2.8966,7.9265,1,4,1486,1,1172,Thematic
243780,Before There Were Stars...,2018,1.0,6.55852,3,6,108,0,10075,Thematic
243797,Mezo,2020,3.2683,7.29048,2,4,600,1,2783,Strategy
243927,Boom & Zoom (Second Edition),2018,2.0,6.58286,2,2,35,0,14908,Abstract
243940,The Great Heathen Army,2018,2.5,7.8175,2,2,40,0,10578,War
243964,Showtime,2018,1.5,5.99845,2,4,189,0,10146,Thematic
243971,Book It!: The Pro Wrestling Promoter Card Game,2018,2.1818,7.55854,1,4,151,1,7669,Thematic
243993,La Stanza,2019,2.9545,6.8104,2,4,352,1,4777,Thematic
243994,Swordcrafters,2018,1.4,6.53982,1,5,333,1,5811,Thematic
244026,La Guerra di Gradisca 1615-1617,2017,2.3333,7.64878,2,2,41,0,10894,War
244039,40,2018,1.6667,6.72903,2,4,62,1,11441,Thematic
244049,Forum Trajanum,2018,3.4737,7.28878,2,4,2310,0,1027,Strategy
244073,Heróis de San Villano,2019,2.5,7.18235,1,4,34,0,12915,Thematic
244076,Cosmos,2020,3.2,8.44824,1,4,34,0,11035,Thematic
244080,Fenix,2019,2.5,6.75,2,2,31,0,13932,Thematic
244082,Outback,2018,1.5714,6.29156,2,4,245,0,7332,Thematic
244083,Haste Worte? Das Würfelspiel,2018,1.0,6.53636,2,6,44,0,13412,Party
244099,Herbaceous Sprouts,2019,1.7895,7.04145,1,4,665,1,2930,Thematic
244114,Yellow & Yangtze,2018,3.1364,7.88189,2,4,1676,0,788,Strategy
244115,Shards of Infinity,2018,2.0185,7.53743,2,4,3003,0,665,Strategy
244121,Kings of War: Vanguard,2018,3.4,8.37969,2,2,64,0,8323,Thematic
244141,Symphony No.9,2018,2.8571,6.99366,2,4,419,0,3921,Thematic
244144,Catan Histories: Rise of the Inkas,2018,2.7,7.2443,3,4,367,0,4162,Thematic
244150,Arbra Kadabra,2018,1.5,6.3,2,4,35,0,15827,Thematic
244153,Your Town,2016,1.5,6.44853,1,1,153,0,8792,Thematic
244162,Mystery,2016,1.4,6.98163,1,1,49,0,11268,Thematic
244163,Sherlock Holmes: The Challenge Of Irene Adler,2016,1.5,6.77332,1,2,44,0,12603,Thematic
244164,Hocus & Pocus: L'épreuve des Fabulins,2016,1.5,7.36184,1,0,38,0,11474,Thematic
244166,Sherlock Holmes & Moriarty: Associates,2015,0.0,6.97602,1,1,52,0,10848,Thematic
244169,Tears of a Goddess,2015,1.2,6.54561,1,1,171,0,7539,Thematic
244170,Loup Garou,2015,1.2,6.89386,1,0,201,1,6072,Thematic
244171,Sherlock Holmes: Four Investigations,2014,1.5,6.96802,1,1,260,0,5067,Thematic
244172,Sherlock Holmes: The Beginning,2013,0.0,6.75806,1,0,31,0,14194,Thematic
244191,Naga Raja,2019,2.0364,7.21675,2,2,1853,0,1272,Strategy
244196,Marvel Dice Masters: Avengers Infinity Campaign Box,2018,3.0,7.34736,2,2,91,0,8159,Thematic
244203,Red Panda,2018,1.3333,6.804,2,6,70,0,12826,Thematic
244212,Railroad Rivals,2018,2.0714,6.5214,1,5,586,1,4416,Thematic
244216,Shark Bite,2017,0.0,4.85518,2,4,47,0,20050,Thematic
244228,Reef,2018,1.8182,7.07429,2,4,7594,0,649,Family
244241,Runika and the Six-sided Spellbooks,2020,2.0,7.21549,1,4,133,1,6752,Thematic
244258,The Red Dragon Inn 7: The Tavern Crew,2018,2.0,7.96886,2,4,182,1,4772,Thematic
244267,BarBEARian Battlegrounds,2018,2.0,6.16517,2,4,209,0,9435,Thematic
244269,Wizardz Bluff,2018,2.0,8.40425,2,4,47,0,15719,Thematic
244271,Dice Throne: Season Two – Battle Chest,2018,2.1607,8.14977,2,6,2787,1,362,Family
244274,The Crusoe Crew,2019,1.1111,6.79515,1,4,403,0,4418,Thematic
244305,Coral Islands,2019,2.0,6.04625,1,4,120,1,12334,Thematic
244320,SOS Dino,2018,1.0,6.86683,1,4,431,0,4110,Childrens
244327,Rolling Bandits,2018,1.5,6.12458,2,4,96,0,12353,Thematic
244330,Scarabya,2018,1.3125,6.62384,1,4,1055,0,2936,Family
244331,Blue Lagoon,2018,2.0196,7.18428,2,4,3458,0,850,Family
244333,Once Upon a Castle,2018,1.5,6.68117,2,4,261,0,5707,Family
244428,Highlander: The Board Game,2018,1.4,6.29361,2,6,109,0,11311,Thematic
244452,Wisdom of Solomon,2018,2.5556,7.5082,1,5,126,1,6419,Thematic
244460,Invisible,2018,1.0,6.43878,2,10,49,1,15688,Thematic
244502,Barbarian Vince,2012,1.5,7.03889,1,1,80,0,10643,Thematic
244505,Pikoko,2018,2.1667,6.66155,3,5,433,0,4616,Thematic
244506,Last Stand,2018,1.75,6.92073,2,4,41,1,13950,Thematic
244513,ICECOOL2,2018,1.0,7.24793,2,4,1177,0,1720,Family
244521,The Quacks of Quedlinburg,2018,1.9535,7.84165,2,4,28655,0,63,Family
244522,That's Pretty Clever!,2018,1.885,7.62505,1,4,17062,0,135,Family
244528,Der geheimnisvolle Zaubersee,2018,1.0,6.68293,2,5,41,0,13838,Thematic
244531,Flicky Spaceships,2018,1.0,6.5,2,4,31,1,16027,Thematic
244536,Tiny Epic Zombies,2018,2.4819,7.00511,1,5,4217,1,1076,Thematic
244584,Kartel,2018,1.2857,6.19027,2,6,113,0,10918,Family
244586,Sellswords and Spellslingers,2018,2.0,8.34318,1,6,44,0,11057,Thematic
244608,Menara,2018,1.5957,7.45933,1,4,2522,0,804,Family
244609,Flick Fleck,2018,0.0,6.66667,1,4,48,0,14130,Thematic
244654,Wildlands,2018,2.1233,7.30039,2,4,2731,0,930,Strategy
244691,UNO: Minecraft,2017,1.0,5.72366,2,10,71,0,18116,Thematic
244702,Geistesblitz Junior,2018,1.0,6.44293,2,6,58,0,13108,Thematic
244704,Rock the Bock,2018,0.0,5.86452,2,4,31,0,16810,Thematic
244711,Newton,2018,3.397,7.60378,1,4,5061,0,354,Strategy
244716,Machi Koro: Fussball,2018,1.0,6.47818,2,4,88,0,10459,Thematic
244725,Show & Tile,2018,1.0,6.23909,3,6,55,0,13761,Thematic
244738,Anatomy Fluxx,2018,1.6667,6.12435,2,6,121,0,12239,Thematic
244769,HEXplore It: The Forests of Adrimon,2019,3.5,7.95675,1,7,317,1,3390,Thematic
244794,Mercado,2018,1.8462,6.56928,2,4,524,0,4636,Thematic
244795,Lost Cities: To Go,2018,1.4286,6.37874,2,2,231,0,7245,Family
244806,Nouvelle-France,2021,2.0,8.15018,2,4,131,0,6603,Thematic
244814,Embark,2018,2.25,6.96814,2,5,87,0,9230,Thematic
244817,Farmini,2018,1.0,6.50442,1,4,141,0,9378,Thematic
244820,Posthuman Saga,2019,3.125,7.1065,1,4,207,1,6071,Thematic
244909,Bermuda Pirates,2019,1.0,6.33056,2,4,72,0,12475,Thematic
244910,Brainwaves: The Astute Goose,2018,1.0,6.50682,1,5,64,0,13790,Family
244911,Brainwaves: The Wise Whale,2018,0.0,6.53514,1,4,37,0,16390,Thematic
244913,Brainwaves: The Brilliant Boar,2018,1.0,6.7686,1,4,38,0,15266,Thematic
244916,Drop It,2018,1.0909,6.92562,2,4,2206,0,1461,Family
244918,Exit: The Game – The Mysterious Museum,2018,2.1562,7.20074,1,4,1892,0,1257,Thematic
244922,Geisterfalle,2018,1.0,6.88333,2,4,42,0,12115,Thematic
244939,Greedy Dragons,2018,2.0,6.60346,2,6,52,0,13720,Thematic
244946,Brook City,2019,3.0556,7.38027,1,4,387,1,3663,Thematic
244948,Brains Family: Burgen & Drachen,2018,1.2,6.35047,2,4,169,0,8538,Family
244951,Round the World,2018,1.0,5.56735,2,4,49,0,17925,Thematic
244966,Futboard,2018,1.25,7.22667,2,2,60,1,10396,Thematic
244992,The Mind,2018,1.0725,6.87277,2,4,22284,0,689,Family
244994,Würfelland,2018,1.0,6.46078,2,4,449,0,4992,Thematic
244995,Illusion,2018,1.0526,6.77713,2,5,3454,0,1345,Family
245025,Paradise Lost,2020,2.25,6.8543,2,5,79,1,14525,Family
245045,Deckscape: Heist in Venice,2018,1.7727,6.75761,1,6,1493,0,2118,Thematic
245058,The Neverland Rescue,2019,2.3333,6.6512,2,2,50,1,13602,Thematic
245060,Outfoxed!,2017,0.0,7.04694,2,2,49,1,11280,Thematic
245085,Troll & Dragon,2018,1.1429,6.42799,2,5,219,0,7594,Thematic
245090,Black Jacky,2018,2.0,6.26423,2,6,123,0,10624,Thematic
245134,Dackel Drauf!,2018,1.5,6.32595,2,5,51,0,13606,Thematic
245136,Bluff Jubiläumsausgabe,2018,1.1333,6.8062,2,6,374,0,4646,Thematic
245197,Deadwood 1876,2018,1.8421,6.65819,2,9,1178,1,2891,Thematic
245200,Heckmeck Deluxe,2018,1.125,7.09074,2,7,428,0,21926,Thematic
245203,Stumblewood,2018,1.0,5.80161,2,6,62,0,16373,Thematic
245206,The X-Files: Circle of Truth,2018,1.0,6.69265,2,2,102,0,8842,Thematic
245214,Saboteur: The Lost Mines,2018,2.1818,6.32772,3,9,534,0,5469,Family
245222,Squadro,2018,1.3333,6.46269,2,2,234,0,6998,Abstract
245223,1883: Building Railroads in Northern Italy,2019,4.1667,7.34043,2,4,47,0,10518,Thematic
245224,La Belle Époque,2020,2.8571,8.16633,1,4,49,0,9458,War
245240,Goblin Grapple,2020,1.25,8.20805,2,4,195,1,15317,Family
245271,Forbidden Sky,2018,2.6136,6.52194,2,5,2602,0,2095,Strategy
245325,Athens,2018,2.0,5.57329,2,4,46,0,18679,Thematic
245352,Unlock!: Secret Adventures – A Noside Story,2018,2.5333,7.08617,1,6,1131,0,1949,Thematic
245353,Unlock!: Secret Adventures – Tombstone Express,2018,2.1818,6.77028,1,6,1100,0,2490,Thematic
245354,Unlock!: Secret Adventures – The Adventurers of Oz,2018,2.875,7.4478,1,6,1271,0,1391,Thematic
245357,Starship Samurai,2018,2.5,7.05439,2,4,671,0,3021,Thematic
245371,Vejen,2019,3.3636,6.49106,2,4,123,0,9959,Thematic
245376,Yu-ca-tan,2018,1.0,5.77241,2,5,58,0,16575,Thematic
245382,The Way of the Bear,2018,1.5,6.419,2,4,150,0,8817,Thematic
245384,Spring Rally,2018,1.0,6.36869,3,5,99,0,10831,Thematic
245385,Papering Duel,2018,1.0,6.19048,2,2,42,0,15194,Thematic
245389,Word Slam Family,2018,1.5,7.22085,3,99,201,0,5468,Thematic
245401,The Veil,2018,2.0,7.29697,1,5,33,1,15746,Thematic
245422,Werewords Deluxe Edition,2018,1.2353,7.57693,2,20,1272,1,1271,Party
245431,Jurassic Park: Danger!,2018,2.0769,6.3061,2,5,841,0,4725,Strategy
245444,Holding On: The Troubled Life of Billy Kerr,2018,2.4,6.08545,2,4,847,0,5567,Thematic
245446,Nimble,2018,1.0,5.92817,2,4,251,0,10106,Thematic
245456,Attack of the 50 Foot Colossi!,2018,2.5,7.72791,1,2,43,0,10865,War
245476,CuBirds,2018,1.2766,6.99361,2,5,3610,0,1113,Family
245483,Affinity,2018,0.0,6.77869,3,8,61,0,11550,Thematic
245487,Orchard: A 9 card solitaire game,2018,1.1961,7.46805,1,1,1894,0,1038,Abstract
245503,Abra Kazam!,2018,1.0,5.87706,3,8,85,0,16249,Thematic
245528,Grimslingers: Advanced Duels,2018,1.0,5.63591,1,2,44,1,17343,Thematic
245532,18GB: The Railways of Great Britain,2018,4.0,7.85616,2,6,61,0,8155,Thematic
245598,Chessplus: Pure Genius,2019,3.0,7.45975,2,2,37,0,11765,Thematic
245629,Atlantica,2018,1.8,6.96102,2,5,118,0,7765,Thematic
245638,Coimbra,2018,3.2744,7.67206,2,4,9586,0,177,Strategy
245643,Luxor,2018,1.9135,7.20128,2,4,3525,1,867,Family
245644,Kobold,2018,1.0,6.98974,2,4,39,0,12803,Thematic
245645,Franchise,2018,2.3333,6.96427,2,5,495,1,3548,Thematic
245654,Railroad Ink: Deep Blue Edition,2018,1.474,7.24733,1,6,8641,0,469,Family
245655,The King's Dilemma,2019,2.2644,7.92779,3,5,2881,0,419,Thematic
245658,Unicorn Fever,2020,2.1,7.25247,2,6,753,0,2481,Family
245659,Vampire: The Masquerade – Vendetta,2020,2.5789,7.38902,3,6,440,1,3415,Thematic
245700,Party Bugs,2018,1.25,6.35167,2,6,108,0,10417,Thematic
245704,Anchors Aweigh!,2018,1.3333,6.44724,2,4,145,0,8925,Thematic
245710,Blossoms,2018,1.25,6.09555,2,2,647,0,5816,Family
245750,Sonic the Hedgehog: Battle Racers,2018,2.0,6.89623,1,5,53,1,13594,Thematic
245823,Napoleon's Resurgence,2018,3.6667,8.38889,1,2,54,0,8233,War
245824,Cat Rescue,2018,1.4,6.6764,1,4,178,1,7307,Thematic
245876,Miraris,2017,1.5,7.13701,3,6,88,0,8309,Thematic
245904,Arcane Bakery Clash,2018,1.5,6.58854,2,2,144,1,8690,Thematic
245928,Pax Emancipation,2018,4.5323,7.61107,1,3,425,0,2968,Thematic
245931,Neta-Tanka: Deluxe Edition,2019,2.8197,7.22987,1,5,1313,1,1605,Strategy
245934,Carpe Diem,2018,2.5225,7.56794,2,4,5594,0,345,Strategy
245950,Orc-lympics,2018,1.3333,6.40357,2,5,154,0,8815,Thematic
245952,Import / Export Captain Edition,2017,3.0,7.62159,2,6,44,1,21926,Thematic
245961,Fleet: The Dice Game,2018,2.5849,7.74186,1,4,2182,1,658,Strategy
245994,The Dead Eye,2021,2.1429,7.60388,1,1,130,1,6222,Thematic
246015,Hearing Things,2017,1.0,5.1244,4,8,84,0,19627,Thematic
246037,Misdirection,2019,1.0,4.77133,2,8,30,1,19932,Thematic
246094,PJ Masks: Team of Heroes,2018,1.0,6.7561,1,4,41,0,12918,Thematic
246129,Helsinki 1918: German Intervention in the Finnish Civil War,2018,2.6667,7.75385,2,3,65,0,8094,War
246146,Most Wanted,2018,1.4444,6.65634,2,8,194,0,7241,Thematic
246147,Darkness,2018,1.25,7.3254,2,5,63,0,10713,Thematic
246150,Arraial,2018,1.45,6.67402,1,4,828,0,3256,Family
246192,Gizmos,2018,2.0182,7.43078,2,4,8568,0,326,Family
246200,Piepmatz,2018,2.0833,7.14051,2,4,1738,0,1404,Strategy
246201,Lincoln,2018,2.5294,7.03994,2,2,822,1,2526,War
246203,Magic Mandala,2018,1.0,6.07904,2,4,73,0,14773,Thematic
246228,Impact: Battle of Elements,2018,1.0323,6.68007,2,5,867,0,3156,Party
246263,Fallen Angels,2018,2.0,7.09735,2,6,68,1,9656,Thematic
246297,Shadows: Amsterdam,2018,1.2222,6.66982,2,8,1495,0,2408,Party
246310,Page Quest SEASON 1: Mythical Artifacts,2018,2.0,7.055,1,2,50,1,10842,Thematic
246315,Okavango,2018,1.6667,6.25049,2,4,101,0,11802,Thematic
246316,Forbidden City,2018,1.8571,6.36234,2,4,197,0,8576,Family
246317,Isidore,2018,1.4,5.38944,2,4,54,0,19050,Thematic
246345,Ninja Rush,2018,1.0,4.83333,2,4,33,0,19573,Thematic
246346,Cat'astrophes,2018,1.0,6.12855,2,6,85,1,13601,Thematic
246355,Dead & Breakfast,2018,2.0,7.16627,2,4,102,0,8202,Thematic
246366,Prowler's Passage,2018,1.8571,6.81022,2,2,222,0,6010,Thematic
246398,Exploding Kittens: Newbie Edition,2017,2.0,5.22437,2,2,59,1,19669,Thematic
246409,Fences,2018,2.0,6.52937,2,4,42,0,13867,Thematic
246508,Dȗhr: The Lesser Houses,2018,2.6667,6.48506,4,6,77,0,11176,Thematic
246510,Wissembourg et Spicheren 1870: Premiers combats en Alsace-Lorraine,2018,3.0,7.07188,1,2,32,0,13210,War
246530,Star Trek: The Next Generation Fluxx,2018,1.4,6.82959,2,6,259,0,5623,Thematic
246531,Star Trek Fluxx,2018,1.25,6.8495,2,6,201,0,6505,Thematic
246532,Rick and Morty: The Pickle Rick Game,2018,1.5556,6.90265,1,2,200,0,6607,Thematic
246534,Rick and Morty: The Rickshank Rickdemption Deck-Building Game,2018,1.5,6.44014,2,5,96,0,11825,Thematic
246535,DC Deck-Building Game: Rebirth,2019,2.8333,7.29224,1,4,280,0,4685,Thematic
246567,Big Monster,2018,2.0,7.27714,2,6,357,1,3917,Thematic
246568,Z War One: Exodus,2018,0.0,8.38513,1,5,37,1,10926,Thematic
246571,Pichenotte Hockey,2017,1.0,7.4675,2,2,40,1,11146,Thematic
246588,Crowbar! The Rangers at Pointe Du Hoc,2019,3.0,7.82991,1,3,112,1,6743,War
246639,Patchwork Express,2018,1.5385,7.00591,2,2,710,0,2859,Thematic
246663,NEOM,2018,2.5962,7.36156,1,5,1619,0,1250,Strategy
246684,Smartphone Inc.,2018,2.7129,7.708,1,5,3378,0,450,Strategy
246685,Witless Wizards,2018,2.0,6.27246,2,4,90,0,12454,Thematic
246689,Munchkin Teenage Mutant Ninja Turtles,2018,2.0,7.09377,3,6,159,0,7174,Thematic
246693,Funky Chicken,2018,0.0,6.35326,3,6,138,0,9218,Thematic
246696,Monster Match,2018,1.1429,6.55911,2,6,242,0,6614,Thematic
246700,Hard City,2020,2.4286,7.875,1,5,140,1,6702,Thematic
246701,DOS,2018,1.3571,5.0376,2,4,751,0,21551,Family
246704,Mixtape,2018,1.0,5.16667,3,0,39,0,18808,Thematic
246723,Krom,2018,1.5,6.80383,2,5,47,1,13001,Thematic
246728,Gunfights & Gamblin',2018,2.0,8.64783,2,4,46,1,12931,Thematic
246729,450 Things to Do in Your Life,2017,1.0,5.46061,3,6,33,0,18372,Thematic
246740,Meteors,2018,2.0,6.625,2,5,32,0,17287,Thematic
246742,Château Aventure,2018,1.0,7.23029,2,10,208,0,5253,Thematic
246744,Harry Potter Miniatures Adventure Game,2018,2.5,5.58849,2,6,186,0,20599,Thematic
246746,Samsara,2018,2.5,7.23408,1,5,130,1,7121,Thematic
246754,Zoinx!,2018,0.0,5.59444,2,4,72,0,17797,Thematic
246757,Long Cow,2018,1.0,6.0051,2,5,98,0,15062,Thematic
246759,You've Got Crabs,2018,1.1111,6.08198,4,10,633,0,6834,Thematic
246761,Cahoots,2018,1.1224,7.18249,1,4,1718,0,1362,Family
246784,Cryptid,2018,2.2131,7.50192,3,5,9057,0,270,Strategy
246812,Brothers,2018,1.0,6.36178,2,4,172,0,9191,Thematic
246814,Trool Park,2018,2.3333,5.90833,2,4,78,0,15265,Thematic
246816,Tales of Glory,2018,1.8235,7.25452,2,5,697,0,2533,Thematic
246822,Partners+,2018,1.0,6.08864,6,6,44,0,15905,Thematic
246855,Boss Monster: Rise of the Minibosses,2018,2.2,6.96791,2,4,486,0,3995,Family
246862,Galaxy Hunters,2021,2.6667,7.49024,2,4,123,0,7055,Thematic
246873,"Königsberg: The Soviet Attack on East Prussia, 1945",2018,2.2727,7.98766,1,3,154,0,5205,War
246895,DC Comics Dice Masters: Justice Campaign Box,2019,0.0,7.88706,2,2,51,0,9200,Thematic
246900,Eclipse: Second Dawn for the Galaxy,2020,3.5512,8.67526,2,6,4996,0,46,Strategy
246911,Streets Of Steel: Kickin' Asphalt,2020,1.6667,6.52315,1,4,54,1,13256,Thematic
246912,Take 5 & Take A Number,2018,1.125,7.459,2,10,351,0,21926,Thematic
246938,Wonderland,2018,1.7143,6.22269,2,2,260,0,7935,Thematic
246960,Axis & Allies & Zombies,2018,3.0,6.8328,2,5,300,0,5717,Strategy
246986,Star Wars Fluxx,2017,1.0,5.41533,2,6,30,0,18554,Thematic
247008,Pun Intended,2018,1.5,5.65972,4,12,36,0,17574,Thematic
247029,Sojourn,2019,1.3333,6.37957,1,1,92,1,12420,Thematic
247034,Rice Dice,2018,2.0,6.09193,1,5,166,1,10565,Thematic
247104,Blitz Bowl,2018,2.1765,7.91414,2,2,638,0,2041,Strategy
247106,Space Marine Adventures: Labyrinth of the Necrons,2018,1.8148,7.00172,1,4,345,0,4741,Thematic
247107,Catchup & Mousetard: Fast Food Battle!,2019,1.0,7.02323,2,4,62,0,14824,Thematic
247135,The Villagers,2018,1.5,7.5619,7,23,42,0,10902,Thematic
247143,Senshi,2018,1.8889,6.30094,2,4,278,0,7192,Thematic
247160,Dinosaur Tea Party,2018,1.2941,6.50474,3,5,1018,0,3309,Family
247188,Big Money,2018,1.0,6.36525,2,5,153,0,9359,Thematic
247191,Ya Blew It!,2018,1.4286,6.36054,3,6,240,0,7610,Thematic
247199,Fanhunter: Assault,2018,2.0,6.10755,2,6,107,0,14417,Thematic
247236,Duelosaur Island,2018,2.339,7.16193,1,2,2864,0,1012,Strategy
247294,I Am the Fourth Wall,2019,2.625,6.77233,1,7,93,1,9613,Thematic
247313,Woodlands,2018,1.8889,6.71846,2,4,293,0,5396,Thematic
247314,Concept Kids: Animals,2018,1.2857,7.09608,2,12,593,0,3040,Childrens
247316,Pikto,2018,1.0,6.94723,3,6,47,0,11913,Thematic
247324,Atlandice,2018,1.5714,5.6341,2,4,212,0,16124,Thematic
247342,Village Pillage,2019,1.381,7.42541,2,5,825,0,2561,Thematic
247360,Junk Orbit,2018,1.5556,6.97674,2,5,508,0,3608,Strategy
247367,"Air, Land & Sea",2018,1.7903,7.54675,2,2,3210,0,573,Strategy
247394,EXO: Mankind Reborn,2019,3.0,6.37915,1,4,134,1,13897,Thematic
247417,Solomon Kane,2021,3.0952,8.18307,1,5,497,1,2911,Thematic
247436,Sherlock: The Tomb of the Archaeologist,2018,1.5238,6.71119,1,8,942,0,2921,Thematic
247473,Drawing Without Dignity: An Adult Party Game of Uncensored Sketches,2016,0.0,5.55,4,12,35,1,17969,Thematic
247488,King of Con,2018,2.0,6.28971,2,5,34,1,15793,Thematic
247493,Don't Step In It!,2017,1.0,3.51324,1,99,34,0,20793,Thematic
247526,The Snitch,2018,2.0,6.61894,4,6,66,0,11255,Thematic
247567,D-Day Dice Pocket,2018,1.1667,6.32241,1,8,212,1,8482,Family
247576,Poetry Slam,2018,1.5,6.47058,3,10,52,1,12812,Thematic
247578,Death Note: Confrontation,2018,2.5,7.18437,2,2,112,0,7573,Thematic
247585,Waste Knights: Second Edition,2021,3.0,7.9009,1,4,532,1,2676,Thematic
247643,Doodle Islands,2018,1.6667,6.47232,1,5,82,0,10977,Thematic
247694,TEAM3 PINK,2019,1.0,7.01078,3,6,639,0,3057,Party
247704,Quartermaster General: The Cold War,2018,2.6667,7.34197,3,6,364,1,3727,War
247714,Kids of London,2017,2.0,6.62222,2,5,36,0,13837,Thematic
247724,"Smash Up: Oops, You Did It Again",2018,2.0,7.49785,2,2,351,0,3613,Thematic
247730,Poc!,2018,1.0,5.91674,2,4,43,0,17013,Thematic
247733,KOI,2018,2.1,6.4709,1,4,321,0,6105,Thematic
247763,Underwater Cities,2018,3.6097,8.10382,1,4,12467,0,44,Strategy
247778,Count of Nine,2019,2.0,6.55957,1,1,115,0,9261,Thematic
247785,Chartered: The Golden Age,2019,2.0,7.0295,2,6,347,1,4644,Strategy
247790,Starlight Stage,2018,2.0,6.83437,3,4,32,0,21926,Thematic
247860,Fleecing Olympus,2018,1.5,6.91632,3,6,57,0,16171,Thematic
247935,Tramways Engineer's Workbook,2018,3.0909,7.35762,1,2,279,0,4125,Thematic
247950,Campaigns of 1777,2019,3.5,7.71391,2,2,67,0,8617,War
247952,Constantinople,2019,3.5,7.54359,1,1,39,0,11951,War
247963,Fist of Dragonstones: The Tavern Edition,2018,2.0,6.52475,3,6,101,0,9812,Thematic
247980,Walls of York,2018,1.8571,6.14053,2,4,403,0,6822,Family
